fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
9.55829251107408,0.20476753854340252,0.4352324614565975,3.62512246677776,0.037231783590289357,7.549619493182851,40.64885847954855,0.9938536432819421,2.9711242566012728,0.30781403083472203,10.040388821549765,3.0
6.972556414894557,0.4135338489367343,0.23274435851054429,1.8566259667563767,0.045088346223418355,137.578949042619,278.34727990713,0.993196522406909,3.338768778456718,0.4528383303185379,10.490225659578229,3.0
6.642135066059518,0.2509644155656747,0.2590355844343253,1.680196101366084,0.04157864933940482,134.9432853947536,237.6029086711132,0.9947302628604413,3.539391428777578,0.6309644155656747,9.506085712224216,3.0
7.163978638361857,0.3729190292824681,0.4054348543192147,4.3515495168359,0.023164611639831717,5.0,20.08697086384294,0.9916863378623731,3.2773908740847117,0.3630123301610097,12.367077672033655,3.0
8.706403935381804,0.5335275211634763,0.37315485105011836,3.9102377705850575,0.06497322765751776,35.36902978997633,178.57742552505917,0.9968427821809368,3.2317112872374705,0.4039580213245858,8.842257447494083,3.0
7.379112060033458,0.5423335112562735,0.3037336180100377,5.0004546453596825,0.11573134478323925,106.90097648275302,279.4143489591332,0.9944584514427467,3.1109106722345254,0.4990893277654747,10.337108857420535,3.0
7.817600905982962,0.5187040362393185,0.28219207851852346,8.482328184046096,0.05178400603988642,93.39753295726075,335.72563563532987,0.9960836846507125,3.1443198792022717,0.49438415703704686,11.0,3.0
7.735588506918793,0.6091728450472736,0.4106765520756378,8.832576449377019,0.20351366982875269,56.32588058089631,243.5439064912965,0.9970874652385261,2.9460403155500585,0.6639596844499416,9.490477296067867,3.0
6.984376547022971,0.46340660581528337,0.22346870358931087,2.1040611076793256,0.047,162.9763420492266,322.8201075194563,0.9924855613552029,3.263124690595406,0.4012183323037978,10.942188273511485,3.0
9.19669945576753,0.22171721301089706,0.41828278698910293,4.709901632697411,0.03734478142007265,8.792595620799117,44.37778686239735,0.9938310437159855,3.0106734970254267,0.3213737704087177,10.25508469813803,3.0
7.923290436892577,0.4107234778087334,0.3930921740637555,1.1769078259362444,0.03353815651872489,11.003965256576434,75.0118957697293,0.9918857085173384,3.1192765221912664,0.43839443411947576,11.323686962550221,3.0
7.307258032408396,0.38632257037068674,0.3407258032408396,6.937742564795435,0.03634193574073283,11.440323287015286,62.26935541664887,0.9932274516861088,3.1612419476848097,0.4580322490743509,11.044032328701528,3.0
4.234452687110168,0.21559629650767598,0.23145761368543016,5.232510335039105,0.0412517696365743,63.708477262913966,157.06625516751956,0.9968822526756956,3.417614813969296,0.4410600826803128,8.033127583759777,3.0
8.047017244347701,0.27560856667120154,0.3643914333287985,8.158948266956896,0.037704057111141345,12.744628222554777,56.233884667664334,0.9937591885777718,3.1364199888994704,0.36448685333696124,10.937708511168552,3.0
8.3652972260279,0.46601890689220826,0.31571350727744135,2.9775677011976853,0.0600305399614767,22.061079922953393,159.95891678083703,0.9963408107662675,3.1886729689640694,0.4351027080479074,8.775513540239537,3.0
6.035562556447824,0.2341109360888044,0.38699842479923957,1.8510621048652312,0.04195594060463032,16.189221431271644,110.17781278223912,0.9914766719173359,3.4357749774208703,0.43,11.287765526216308,3.0
8.094649540739024,0.6149736304764112,0.4294122150267248,11.976450323797387,0.19200076554543205,33.6951769312108,265.7908727615627,0.9988005273904718,2.9172720313223346,0.7094122150267247,9.628334467720208,3.0
9.645099743561822,0.23,0.3684558914833669,7.098042380900526,0.04054166149275876,18.46323255498993,118.38235659334676,0.9965830907005091,3.0993135915772854,0.5038235659334677,10.200244702387433,3.0
7.227690542838408,0.278937644897067,0.3842563514279469,0.9202194020368015,0.042191223918527934,21.063741306175977,103.65935326543995,0.9913553117755147,3.286806003674986,0.3761685906132263,11.685127028558938,3.0
6.985921718426472,0.3599273985507346,0.36563131262941095,7.349494989647125,0.02887373747411781,9.725694513455997,39.19160383022108,0.9924451389026913,3.279927398550735,0.3828882577639709,12.1274305486544,3.0
6.448434627764074,0.26334364659950665,0.4348125229778874,2.8904714499017707,0.03003749540442252,8.371860064373184,105.62813993562682,0.9912481252297788,3.444406629135142,0.40146887637838075,11.88156169577394,3.0
8.779596603545631,0.3162972398986963,0.4145188959594785,2.5134246300797223,0.03313702760101304,17.58891719696089,99.69974522735201,0.9922784373687121,3.1630025477264803,0.3515163482329986,12.030025477264799,3.0
8.22767764469474,0.5978700171106763,0.40850779869082654,12.917149058912806,0.15646325777440515,34.17027730248122,292.3014734784518,0.9991425996577864,2.949578856568723,0.6885077986908266,9.989410749885723,3.0
7.35268136696577,0.3221056780580481,0.3410567805804809,8.925907112822633,0.03694716097097596,16.421135611609618,72.31703417414427,0.9931525237049075,3.231577287767808,0.3831545755356153,11.689511025224329,3.0
7.558033294950374,0.30328919861821346,0.425935733640397,1.8474487027466489,0.0318128532719206,14.141773133741943,99.85822686625806,0.9911593573364039,3.2979396050665506,0.35264653502218357,12.192249322586104,3.0
7.163123818669736,0.2758630389842731,0.3821041272889912,0.906383675429229,0.04274465298283084,21.248217660943613,104.12054415235903,0.9913706848050786,3.292032833726736,0.3795506571172996,11.642082545779823,3.0
6.648798939770964,0.2610706958302975,0.31202470509630303,2.0463968193128923,0.05169045990733994,18.47632074128044,118.94028893440937,0.9930499658054139,3.2905971106559067,0.45416609675689806,10.344063088027053,3.0
8.397041110686196,0.6192899537214085,0.4268639259542536,6.872191669853526,0.17027223524821422,33.41420092557183,208.36095834926763,0.9976786986116423,3.019112333205859,0.5908876667941411,8.851479444656901,3.0
9.23655147315566,0.30324138648126686,0.40929655459250674,3.8124820451139483,0.033267586135187335,17.197241594438005,103.22482565005795,0.993401240762611,3.1277517434994206,0.38154481109308624,11.677517434994206,3.0
8.004156205831782,0.31934962340994416,0.42236675035334575,1.4280931665181251,0.03252664992933085,16.461612270325265,97.53838772967474,0.9911236675035334,3.239051380830205,0.3330171269434016,12.3171637376329,3.0
8.905607374259574,0.5571962444063033,0.36299064524771285,1.9644861732632963,0.06442055991585906,30.8411198317181,176.16822122778726,0.9966785046089123,3.219065414802101,0.3945794469305319,8.57289723465266,3.0
7.607711405189905,0.5851958884731071,0.37231342155697134,7.457897605791472,0.17202393352801398,74.46844438868231,256.4115398527659,0.9961443716132755,3.0051834750996695,0.6048165249003308,9.794185412673977,3.0
8.401427430906642,0.61910719037889,0.4265715046062239,6.839294268200186,0.16962159774884814,33.4178561924222,208.19647134100094,0.9976732157113667,3.0204282292719924,0.5895717707280075,8.849286284546679,3.0
11.385547362884239,0.2418415039175932,0.38473660156703726,9.921770360199478,0.03388158496082407,15.355245117527796,119.80279394224983,0.998681630663087,2.961972060577502,0.5227645409895357,10.019720605775015,3.0
10.61339174953539,0.23,0.3736431700867967,8.896298963422865,0.03760220361748186,16.907048973960983,120.4572680347187,0.9979836559234352,3.023233505393648,0.524572680347187,9.97546262957214,3.0
8.726797006320783,0.6055501247366339,0.40488019957861443,4.399022452594123,0.12135844406241708,33.68899750526732,195.99511226297062,0.997266503742099,3.118039101896235,0.49196089810376487,8.686601496839607,3.0
6.266931070817501,0.29839414628802535,0.24499206787547495,2.7497620362642485,0.047,265.21232240850605,417.88163311668103,0.993016471007595,3.4066137858364995,0.5949286108792746,10.58346553540875,3.0
6.246237689514605,0.2575627051747566,0.2524372948252434,2.5709651985921385,0.04553762310485395,247.4441232295997,385.40459591454743,0.9935689638892429,3.4668102430776777,0.6375627051747565,10.231897569223225,3.0
10.194395206829755,0.23267600798861707,0.39605604793170246,9.066233928651023,0.03266199600569147,12.323992011382925,119.2535888159361,0.9974521532895617,3.0905604793170247,0.5178879041365951,10.235201597723414,3.0
7.368539066431247,0.540351074955859,0.3005617199293743,4.8867949641359125,0.11312774510869475,108.40101995006674,280.4782564403557,0.9943804756149304,3.115800681775548,0.49419931822445207,10.362219717225786,3.0
6.726280049117566,0.2550609547198841,0.36754266830391885,0.8127742962394784,0.04648902815042086,22.496342716806954,107.24085679201738,0.9914746952264006,3.327396376976197,0.4024329498081275,11.350853366078377,3.0
6.356514134994219,0.2742470236919519,0.3886294644620721,6.710658471120495,0.03285279016534459,9.708965757643393,90.59222476557584,0.9923274107107586,3.405854539116674,0.417157366115518,11.61438244077012,3.0
11.695474706830652,0.22979370007927102,0.3779370007927102,11.01748003170841,0.03409627329634019,15.673913074381325,123.46761315365235,0.999661215614903,2.9367391307438133,0.5484871339146542,9.676619342317382,3.0
7.431788661573977,0.5522103740451206,0.31953659847219307,5.56672811192025,0.1287029579125918,99.42748363919205,274.1137659291186,0.994846941379108,3.086547744022036,0.5234522559779643,10.212001928761804,3.0
8.976932536918461,0.580154602953477,0.37261595221510774,5.033582219974896,0.06378478566453233,34.36920238924461,227.41189387708732,0.9976122452563382,3.183234364029016,0.44153373154076875,9.115337315407688,3.0
6.971468421376533,0.4604377369166028,0.22385594735870398,2.1156784207611197,0.047,164.81574995384392,324.53043416760926,0.9924951133681813,3.2657063157246933,0.4047035262283359,10.935734210688267,3.0
6.8284086027847835,0.32704516167086994,0.24715913972152168,1.6944596781328811,0.042926129041771746,127.48860219493483,245.37346788701916,0.9940974462325951,3.450483332841793,0.5465344081898909,9.913634411139133,3.0
8.982032830664012,0.2317797110626244,0.4082202889373756,5.3539015080079615,0.0374118647404175,9.530512144592457,46.591536433777364,0.9938176270519166,3.0341526591461236,0.32942376885009955,10.382543006793242,3.0
8.004313556894903,0.3275359463074575,0.39535946307457526,3.5770928871543335,0.03423202684627124,17.507189261491504,88.6078389223726,0.9917406539600611,3.20985621477017,0.33971242954033976,12.178235167671177,3.0
8.701833568886341,0.5581466855109074,0.35611001413318055,12.708843428071047,0.05883300423995417,35.194499293340975,328.92341308093967,0.9994278984453502,3.07869675617681,0.5790832155568288,10.490832155568288,3.0
5.280922145094437,0.2493929773439139,0.23327552165180132,4.936223917409934,0.04493062598216159,45.657078749912586,149.46630020085695,0.9965262436616055,3.328285393749563,0.4596531299108079,8.360307381698146,3.0
10.21339839284751,0.2753314744900711,0.39813258979602845,6.589518288237922,0.03354668525509929,16.359944234702134,110.7605018876808,0.9958014931938539,3.052394981123192,0.44573760867283646,10.92394981123192,3.0
9.974260365330437,0.26821315514424665,0.32055731422006073,8.340161017359964,0.04206722164156318,12.027865711003038,127.67049673985237,0.998044096610416,3.019164028669909,0.5287704693643075,9.44524563237169,3.0
8.273430229432845,0.3297785852452737,0.417785852452737,1.3680935334054,0.03311070737736315,17.95571704905474,95.33575573582111,0.9911575678362288,3.200885659018905,0.32177131803781034,12.380072672074634,3.0
10.124365404019228,0.1782328716865987,0.4617671283134013,1.926903787942317,0.037054885811244,5.603743923683904,34.81123177105171,0.9938890228377512,2.909210033935397,0.286586297349279,9.704283041363583,3.0
7.064047274539132,0.36831536422521793,0.320674545756522,4.295523195482621,0.10258466394286983,92.56163168908685,219.3371000166087,0.9959314672778609,3.343706544427825,0.6633710001660871,9.308988181365217,3.0
8.09140750046378,0.539570375023189,0.2993126000371026,1.8017184999072435,0.056418371254405936,90.73332809891225,245.28917934589768,0.9945810965010203,3.235042962497681,0.3749570375023189,9.760740624420272,3.0
5.886934595269199,0.24534982124733534,0.431975268128997,4.001545741937687,0.029601854890325227,5.735600421508607,106.12447107955725,0.99146049463742,3.510606897978409,0.42799381703224926,11.686625446881662,3.0
6.753537539073592,0.2848723547799337,0.3278191130501657,4.116994878224088,0.04246170643398012,6.682713304247514,123.02261086872929,0.9938240699563713,3.311247270447823,0.469263310432442,10.241648469652153,3.0
7.652823960269997,0.47393502678381516,0.3719564429729628,1.2039128859459256,0.03405869328918889,5.0,56.530453686488926,0.9925862163358377,3.046869691243259,0.5349132482702967,10.384348456216298,3.0
7.25859933007044,0.43610562815191367,0.38463145728269543,2.8582318253721506,0.02814741708692182,5.0,38.46682077525243,0.9920430218426781,3.176805963116694,0.4570884087313925,11.472973534064334,3.0
4.497143001994747,0.22014285964990907,0.24257143469977777,6.242857699979794,0.04317142962996161,61.48571306004445,157.5714288499899,0.9968994285808996,3.399428561400364,0.44914286159983835,8.285714424994948,3.0
7.970721361442989,0.3441119416524434,0.41529601944918554,1.9614366450154934,0.03041281069705205,14.942412641970604,77.88967487936435,0.9911940796110162,3.22587189302948,0.3317599513770361,12.447039805508144,3.0
5.38807841721199,0.35146846684191774,0.3038535232320967,6.866062512071877,0.10618376180919839,54.04582947741306,179.47715924455116,0.9973359652303895,3.2433937487928124,0.5363306824766478,8.353212502414376,3.0
10.43792032783352,0.23227013278694414,0.3936207967216648,9.374699081922458,0.03286493360652794,12.729867213055869,119.82181409827821,0.997793088458967,3.066207967216648,0.5227584065566704,10.154026557388825,3.0
6.719423188509728,0.2616539131058365,0.2580576811490273,1.5718510870734437,0.041291347827645916,119.85962319568094,220.44305437160017,0.9947786050718143,3.534947028904961,0.6173749274686771,9.47769275403891,3.0
6.490563906553676,0.25011596276140835,0.32541382329161195,1.5716917196610294,0.051447021394697964,20.42382884241629,116.14074603902658,0.9925387449288657,3.3185925396097344,0.44564574881442875,10.575329675036935,3.0
8.167207845319952,0.4578544447536599,0.3333603922659976,1.5805668301108324,0.056283415055416175,66.84205711269334,195.21455552463402,0.9960615395442116,3.3543722872906727,0.4771658494458383,8.849797058005018,3.0
11.086544511804206,0.23428073292917478,0.3742923560944336,11.670764390556636,0.03770996853861814,18.852659636257297,128.5649528079272,0.9993218685912563,2.9742342402681397,0.5457192670708253,9.814152878111326,3.0
5.801092447162795,0.33753258524205065,0.27901303409682027,3.95636253774086,0.04916883901613671,54.19739318063594,165.1688390161367,0.9968538597151484,3.357916823477361,0.4203947863612719,8.163376780322734,3.0
5.679702357935192,0.2357158330110927,0.24775642829522232,2.998822651732027,0.041,96.25751140298719,191.92097564727055,0.9957080757325153,3.4969445226126297,0.5524573792030746,8.828633320443707,3.0
4.760463155215311,0.257892588409335,0.247157035363734,4.699669174846206,0.043859505893955666,60.56859292725319,159.85950589395566,0.9968708495811394,3.398267755205937,0.4331371858545064,8.057190117879113,3.0
7.909502303921864,0.25334298617646883,0.34887601843137495,14.212398156862509,0.054230588019606306,36.00868755882193,153.34588202940947,0.9976380362210786,3.1712108571568445,0.5266570138235313,10.322479631372502,3.0
6.170966342618659,0.2628286980073021,0.4057569529890469,5.640190438184568,0.03156822852582148,8.138945976004035,96.72957482107515,0.9919848609402191,3.44724596972353,0.4214392382472617,11.642928254981744,3.0
9.040781727470378,0.5852625381976303,0.3764469036482227,3.2521898035764405,0.06493407109446682,34.177654817588866,203.85154256343034,0.9971908405986956,3.207497056438744,0.40960913626481077,8.796091362648108,3.0
5.194128877097804,0.32919047912609906,0.29179720046824187,6.57775914163187,0.09554274650023087,55.67081211080219,175.80784362076926,0.9972615305420213,3.272224085836813,0.5206050440890111,8.295551828326374,3.0
8.40373346382387,0.49010088828777276,0.3678910167621543,5.68678184277293,0.06418365251432315,36.421796647569145,175.94550838107713,0.9968756811452365,3.2330272458094615,0.42238144133246003,9.105449161892286,3.0
9.458970199844243,0.2244195753041961,0.45268468058502853,2.1915574589701246,0.03328957441107754,5.0,29.536936117005702,0.9933063319057724,2.993891916489829,0.30226255353353476,10.342085117784492,3.0
8.355911602718969,0.464435082958826,0.3148922652379098,2.995165744901933,0.059954281772091625,21.908563544183245,159.67734808156908,0.9963349447516994,3.188145027652942,0.4358066297960773,8.779033148980387,3.0
8.041066066724788,0.3086753613941323,0.25761610449801636,5.417890565979331,0.05060924296098349,8.880805224900818,132.6158775037273,0.9962907343395876,3.1135758432529754,0.5062914658921487,9.175497590705785,3.0
10.579381149183453,0.2320343647513609,0.39220618850816547,9.553882788965707,0.032982817624319545,12.965635248639089,120.15188934809473,0.9979911336088568,3.0520618850816548,0.5255876229836691,10.106872950272182,3.0
7.049045433599864,0.4594272601599186,0.22509545664001357,1.9426761127998473,0.04623568150399796,142.9331803519905,295.84414293596893,0.9927184660400008,3.279489788960105,0.40312046816008823,10.796181734399457,3.0
6.813771950296278,0.34279754623436837,0.27855087801185113,6.511686068499172,0.04985508780118512,216.6235242399573,419.0151046612894,0.9951271411096249,3.325796487952595,0.6371449121988149,10.642754390059256,3.0
6.6315773967749925,0.3822628012582484,0.2340526780967502,2.421580342902506,0.047,213.25022095956348,369.5659949273134,0.9927466327263865,3.3336845206450016,0.4964741028707519,10.765788698387496,3.0
7.27217977035961,0.2810561795409338,0.38573932567865366,0.9297528079342021,0.04180988768263191,20.93662922754397,103.34157306885993,0.9913447191022954,3.2832044947804127,0.3738382025049728,11.714786513573074,3.0
6.248503105808533,0.2561461118091072,0.43641197515353175,3.0784070805399786,0.029717604969293654,7.332216150204374,106.66778384979563,0.9912641197515353,3.4707975900332735,0.4102658633444245,11.825580869626389,3.0
7.049594178448437,0.2704568656404017,0.3783198059482812,0.8820558953818077,0.043717764184727684,21.572588061575896,104.93147015393974,0.991397715671798,3.301223328411317,0.38549744779555806,11.566396118965624,3.0
7.487475541033207,0.5626516639437263,0.3362426623099621,6.165362066106974,0.1424158519794272,91.52690761591377,268.51027368353357,0.9952576321151199,3.060792562272142,0.5492074377278582,10.079745590046134,3.0
6.274859026252615,0.23,0.3504010304977819,0.8390239058977146,0.05077274938459027,23.87969085066544,111.16041219911274,0.9917082782344011,3.364118219365866,0.43160412199112747,10.982622011762786,3.0
7.092277741429598,0.4363477863338978,0.31853911453355915,3.034087327550287,0.05575651908892652,46.292177093288174,171.75651908892652,0.9968327791389154,3.3078504549241585,0.40458435418657634,8.295130381778531,3.0
7.265993619310616,0.50615420852113,0.3860325889195718,7.887861593717634,0.17461152389121742,123.16979636471243,302.02408838157714,0.9964825150420238,3.070768687218305,0.7047774232950342,9.59311607386952,3.0
4.2403216596291395,0.21569787487819664,0.23170591636892515,5.255083306265922,0.041294658281905254,63.65881672621497,157.07754165313295,0.9968826364162066,3.4172085004872135,0.4412406664501274,8.03877082656648,3.0
7.597795087034391,0.30472062313323806,0.42561763930372487,1.8100726181876727,0.03187647213925503,14.348534452578832,99.65146554742117,0.9911561763930372,3.2926910485114607,0.3508970161704868,12.20338262436963,3.0
6.319890898223475,0.2587160723360451,0.4358408728142122,3.0113025556699338,0.02983182543715756,7.703432670762069,106.29656732923793,0.9912584087281421,3.4613744014345014,0.4071248004781671,11.845569451502573,3.0
8.620992714454793,0.5516794171563836,0.3512595628672876,14.964303266711244,0.057377868860186296,35.43702185663562,358.753688366181,0.9999614480845983,3.0479772314928217,0.619503642772603,10.89503642772603,3.0
6.548374440581234,0.3947225337179515,0.3018890134871806,3.4225896852991187,0.05298150224786344,49.622197302563876,168.98150224786343,0.9968416591928069,3.3289405829162377,0.41124439460512774,8.239630044957268,3.0
6.427101927810681,0.3290548514266995,0.2881618915779129,4.299269357856804,0.08279948876594684,242.47883693359194,401.2929385424027,0.9940776921930573,3.336417722859951,0.6581723293228157,10.245587389480582,3.0
7.922139073179583,0.281462230944707,0.358537769055293,8.533582780461249,0.03774308153963138,13.173896935945182,57.52169080783554,0.9937513836920737,3.150078538870983,0.3691697847557657,11.011854925299621,3.0
8.193549518634345,0.35281081743549775,0.4123963941881674,1.1576036058118324,0.03315207211623665,16.02306248892353,90.06918746677059,0.9913220252897055,3.1771891825645024,0.3534558655720633,12.095855767526697,3.0
9.073511096014887,0.23454414817330851,0.40726488903985114,7.646447388285523,0.03172792591334574,10.455851826691479,116.63819255736807,0.9958829155344209,3.2026488903985113,0.49547022192029777,10.608829634661703,3.0
7.649390175192917,0.47432927618155385,0.37182926574788583,1.2036585314957717,0.03405487797243658,5.0,56.5609762205074,0.9925845121610216,3.0470731748033826,0.5352439090554968,10.385365874016914,3.0
8.858468571294095,0.2375717857205893,0.40242821427941067,5.724594286117714,0.037450478571470595,9.955264286176549,47.865792858529645,0.9938099042857059,3.0476675000147084,0.33405742857647147,10.455909285794132,3.0
6.4326213267076096,0.2789305431820068,0.38160418522698986,7.149738423313133,0.03337968610797576,10.352949687525928,88.07483303967138,0.9924679162954602,3.3888767809652256,0.41540104630674746,11.602673642044982,3.0
7.492452427770425,0.319353065237465,0.24107822460422498,4.713213583443624,0.05307547572229575,8.366596365436493,134.301902889183,0.9958134778075528,3.1410782246042253,0.500215644920845,9.115095144459149,3.0
10.410709384209708,0.2323154843596505,0.39389290615790296,9.340231886665629,0.03284225782017476,12.684515640349511,119.75832189648932,0.9977549931378936,3.0689290615790292,0.5222141876841941,10.163096871930097,3.0
6.650619443159954,0.25741456728546075,0.3336800533644596,14.525459396769053,0.0589083728538612,43.263989327108085,161.71272969838452,0.9970402328097451,3.2503417308581573,0.5154036751741524,10.356364849192264,3.0
7.1214187775595565,0.32685400881905813,0.32214187775595565,10.58019195983269,0.03782864977952355,15.528786893689754,65.61446200392798,0.9936511651871642,3.2318608645273685,0.4059972577166759,11.452878689368976,3.0
6.546386890263195,0.3626689847605348,0.23660839329210415,2.4982517987631248,0.047,225.38986813749474,380.8537370401267,0.9928096737012052,3.350722621947361,0.5194755396289374,10.723193445131598,3.0
6.275008780332664,0.2803010185185891,0.25700035121330655,3.785544428483282,0.047700035121330656,271.25410967426785,434.85474185821965,0.9936272244444462,3.4119985951467737,0.6392999648786694,10.535001756066533,3.0
9.24767839980225,0.3029234742913643,0.4091693897165457,3.844114308009252,0.03327076525708636,17.18770422874093,103.31066194133163,0.9934285812109427,3.126893380586684,0.38227600912986215,11.668933805866835,3.0
7.321022339700045,0.2947568042292016,0.42783182128239966,2.0702390006819584,0.03143363574352007,12.909316166440231,101.09068383355977,0.991178318212824,3.329225051159594,0.36307501705319806,12.125886255116013,3.0
7.665307410774077,0.5959951395201395,0.38959222323222314,8.07705466582133,0.18620694990311648,66.29701109642781,250.6159417908585,0.9965691421544588,2.9785453225169896,0.6314546774830107,9.657394899411567,3.0
8.298337279897654,0.2638279400047975,0.37617205999520253,7.404988160307037,0.037625519600031986,11.880715600351813,53.64214680105544,0.9937748960799936,3.1089318600111944,0.355062352003838,10.788487240060768,3.0
7.795585547225104,0.3236948193403138,0.30650674812564843,3.3252873275917376,0.04561036131937239,11.694819340313803,119.95968650680754,0.9940634349100526,3.162168916041883,0.43349325187435156,10.319290382303555,3.0
6.181872288415643,0.23045319278960896,0.35407873510648047,0.8268939810905048,0.050002975862860316,23.138933699743003,110.90936144207821,0.9915864042163117,3.3772510846337433,0.43,11.031723495272626,3.0
8.159691661365983,0.23,0.36049834818588916,4.339427371108254,0.04505093602799612,20.85049554423324,115.19933927435568,0.9944345540101901,3.2160242266069585,0.4719933927435568,10.545071578611468,3.0
7.13535579886897,0.3313138556380705,0.323535579886897,10.307026342168182,0.03771715360904824,15.222172424882654,65.36359562035854,0.9936193887785788,3.2265647964297917,0.4098996236833117,11.422217242488266,3.0
7.5036242719210575,0.29207734628195514,0.39345414239736853,0.9793480582687979,0.03982607766924808,20.275359223082695,101.68839805770673,0.9912896132685902,3.2644685113206764,0.3617149190898494,11.869082847947372,3.0
7.481957394355379,0.4648230935599773,0.3750589688133409,1.773349798845302,0.03197641247466364,5.0,50.59197283643486,0.9923812497685953,3.0938443963822877,0.511332510057735,10.770991046311666,3.0
6.784232550474993,0.25842325504749936,0.32738604037999475,12.963510589361606,0.057004184590248745,54.06209888663004,170.51442274350356,0.9967109998352124,3.2888790935275205,0.5373441944775073,10.326558055224927,3.0
8.294371700413548,0.26401382654311495,0.37598617345688506,7.416884898759355,0.03762675884362077,11.894347279828427,53.683041839485284,0.9937746482312758,3.1093655952672683,0.355211061234492,10.790841802879456,3.0
5.561641882534101,0.37140481083161964,0.3146426035088765,7.12406225782096,0.11570629787957362,52.591649092281855,182.76079237226676,0.9974025760738374,3.217593774217904,0.5504033958811433,8.404812451564192,3.0
10.042496673862741,0.19956519670464817,0.4604628397726941,1.3809256795453881,0.03671388519318083,5.0,35.28891845455341,0.9937722020529541,2.9052594563636895,0.3047966165909953,9.676297281818446,3.0
8.403010696604875,0.5188964257797171,0.3406689277339151,14.09849986972013,0.05534114270825158,44.10532220094495,350.89637359949137,0.9995608713801818,3.092876076174481,0.63,10.834114270825157,3.0
8.861577448057604,0.5717533761268575,0.372701350450743,1.7703018228159966,0.06478355840845718,35.4597299098514,180.78355840845717,0.996803892613093,3.2392449560957255,0.3829194598197028,8.475671168169143,3.0
9.286090560250656,0.2341898490662489,0.4051390943974934,7.915714709650832,0.03190507546687555,10.810150933751094,117.13421130725153,0.9961805267843509,3.181390943974934,0.49972181120501313,10.53796981324978,3.0
8.120036751459976,0.449396577383388,0.3629571608949561,7.35195819795231,0.06344357413424342,37.40856782100877,173.47858044747807,0.9969065177444065,3.2342607097762612,0.4396499368676536,9.352141955252193,3.0
7.086458241995632,0.4682522955324112,0.3650867948994904,7.119849146314648,0.1549623742628553,148.70371669395453,323.26910803051686,0.9959678469603874,3.127621556701383,0.694803235666424,9.732754700670064,3.0
7.964751233355872,0.40183902142374184,0.3960536595254194,1.1739463404745805,0.03347892680949161,11.773951476609042,77.32185442982713,0.9917992331418577,3.128160978576258,0.42536389808815467,11.442146381016777,3.0
9.838863249891912,0.23,0.36949391026727807,7.457888892656404,0.03995345084854242,18.15182691981657,118.79756410691124,0.9968633557721651,3.0840893160799214,0.5079756410691124,10.155263888417949,3.0
8.132085072564887,0.271621012223521,0.36837898777647904,7.90374478230534,0.03767747341482348,12.452207563058202,55.35662268917461,0.9937645053170353,3.1271156951882157,0.3612968097788168,10.887199488164597,3.0
8.979250940458195,0.5803400752366557,0.37275505642749174,4.96889876121635,0.06382651692824752,34.36224717862542,226.55640297092592,0.9975969437929759,3.184115357374114,0.4403745297709023,9.103745297709024,3.0
9.028321531499389,0.5845144029208715,0.37780576116834863,1.651198906071865,0.06563429352805811,34.43884776633027,181.6342935280581,0.9968011702607102,3.2327793691867583,0.38087769553266054,8.492685870561163,3.0
7.665793839815103,0.3220724229976888,0.2773036139583981,3.8850140657973693,0.04885515400462243,10.072422997688783,126.12479260878263,0.9948259611910862,3.152434537986133,0.4626963860416019,9.783899589237299,3.0
10.079415208500022,0.23286764131916662,0.3972058479149998,8.920592597433359,0.03256617934041669,12.132358680833368,118.98530215316671,0.9972911812919001,3.102058479149998,0.5155883041700005,10.273528263833326,3.0
6.597393775576015,0.28907038618929326,0.3663944207160601,8.100348705246244,0.03452041844629549,11.747178101027824,82.62466742325486,0.9927721115856788,3.352119850063812,0.41159860517901503,11.577324034526766,3.0
6.238770868975909,0.26700128424467134,0.399498073632993,6.0313703979379385,0.03203764447752553,8.71267658364231,94.48680971848916,0.9921100385273401,3.4321203446130664,0.41987451840824824,11.632496789388322,3.0
6.969392531946911,0.36571261381858094,0.37224298722123533,6.820561022301174,0.027551402555752932,8.816589257080143,35.307245007524244,0.9922633178514161,3.285712613818581,0.38040887979203675,12.218341074291985,3.0
7.431093817204435,0.48760549059144154,0.3818489695340726,7.063665871416784,0.16467670407708368,66.40956552418396,222.701693324374,0.9969714324820792,3.135713503584153,0.6970169332437399,9.21722654569889,3.0
8.735038590513724,0.537635971682404,0.3736528450524126,3.7421647948107464,0.06504792675786189,35.26943098951748,178.8264225262063,0.9968396697184224,3.2315867887368968,0.4022150423165559,8.81735774737937,3.0
8.729115509833079,0.5603292407866465,0.3577469305899848,11.947677275657067,0.05932407917699544,35.11265347050076,318.85637687159345,0.9992478376351017,3.0890638937365704,0.56544224508346,10.3544224508346,3.0
6.857835296996965,0.344701178198179,0.2442164703003035,1.7275647091215858,0.04336752945495448,129.54847078978756,252.10482418805577,0.993913529393769,3.427677644827352,0.5274070569519727,10.031341187987861,3.0
5.326224089419433,0.23449234000918248,0.2776479422446683,9.431631113151663,0.04923009911498816,54.47041155106634,159.16581555657584,0.9969536377289235,3.34203063996327,0.4746530489052133,9.082907778287916,3.0
